Time:512Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Event Id,Event Date,Event Duration
0.0253906250,0,-431259072.0000000000,1211335296.0000000000,-879263168.0000000000,-550338240.0000000000,-100761272.0000000000,-1744863104.0000000000,1328841344.0000000000,1340375424.0000000000,-542473920.0000000000,1774223744.0000000000,896041280.0000000000,1880195712.0000000000,1216578176.0000000000,1549697664.0000000000,122782280.0000000000,439124544.0000000000,,,
0.0273437500,0,335774272.0000000000,-422346432.0000000000,568164672.0000000000,-2089516672.0000000000,-1978301824.0000000000,-325287360.0000000000,561873472.0000000000,-112295352.0000000000,-433880512.0000000000,2102100352.0000000000,-427589312.0000000000,-539852480.0000000000,893419840.0000000000,-764378560.0000000000,1429570176.0000000000,-652115392.0000000000,,,
0.0292968750,0,-431259072.0000000000,-1206091136.0000000000,-874545088.0000000000,568164672.0000000000,2654789.0000000000,-1753775744.0000000000,1000964672.0000000000,1885438592.0000000000,1885438592.0000000000,1767932544.0000000000,554009152.0000000000,-1309441664.0000000000,1653047936.0000000000,228753984.0000000000,-330530240.0000000000,-1206091136.0000000000,,,
0.0312500000,0,-764378560.0000000000,-1318354304.0000000000,1770553984.0000000000,-1639939456.0000000000,-539852480.0000000000,1650426496.0000000000,10519109.0000000000,559252032.0000000000,2654789.0000000000,-1964146304.0000000000,2112586112.0000000000,-325287360.0000000000,-1972010624.0000000000,1221821056.0000000000,1986167424.0000000000,-1539210624.0000000000,,,
0.0332031250,0,1650426496.0000000000,1110606464.0000000000,1658290816.0000000000,-1314684544.0000000000,7897669.0000000000,-432832192.0000000000,1554940544.0000000000,-884506048.0000000000,554009152.0000000000,1432191616.0000000000,-215645632.0000000000,11567429.0000000000,-1639939456.0000000000,1115849344.0000000000,1549697664.0000000000,-215645632.0000000000,,,
0.0351562500,0,1547076224.0000000000,568164672.0000000000,1211335296.0000000000,-1191935616.0000000000,347308352.0000000000,5276229.0000000000,-2090564992.0000000000,-330530240.0000000000,33349.0000000000,773817152.0000000000,-1638891136.0000000000,-537231040.0000000000,1557037184.0000000000,2101052032.0000000000,1328841344.0000000000,131694920.0000000000,,,
0.0371093750,0,1110606464.0000000000,-422346432.0000000000,-210402752.0000000000,342065472.0000000000,-973700800.0000000000,-975273920.0000000000,-987856320.0000000000,1429570176.0000000000,1995080064.0000000000,1110606464.0000000000,786399552.0000000000,-1866038912.0000000000,-1754824064.0000000000,2098430592.0000000000,-769621440.0000000000,1438482816.0000000000,,,
0.0390625000,0,439124544.0000000000,-419724992.0000000000,-1320975744.0000000000,-1410170496.0000000000,-1093828224.0000000000,1986167424.0000000000,-1309441664.0000000000,-652115392.0000000000,1992458624.0000000000,123830600.0000000000,-108625592.0000000000,-887127488.0000000000,658407744.0000000000,1983545984.0000000000,-1978301824.0000000000,218268224.0000000000,,,
0.0410156250,0,338395712.0000000000,668893504.0000000000,-648445632.0000000000,-1535540864.0000000000,-1091206784.0000000000,-2092138112.0000000000,-884506048.0000000000,117539400.0000000000,654737984.0000000000,-1206091136.0000000000,-1527676544.0000000000,-1964146304.0000000000,1549697664.0000000000,-1628405376.0000000000,774865472.0000000000,218268224.0000000000,,,
0.0429687500,0,-537231040.0000000000,1645183616.0000000000,218268224.0000000000,1441104256.0000000000,-1877572992.0000000000,-1536589184.0000000000,772244032.0000000000,120160840.0000000000,-114916792.0000000000,117539400.0000000000,562921792.0000000000,-1197178496.0000000000,1646231936.0000000000,1429570176.0000000000,554009152.0000000000,-1760066944.0000000000,,,
0.0449218750,0,-1105362304.0000000000,-1639939456.0000000000,1115849344.0000000000,-206732992.0000000000,1894351232.0000000000,-1862369152.0000000000,-1105362304.0000000000,1880195712.0000000000,1326219904.0000000000,1645183616.0000000000,903905600.0000000000,-1874951552.0000000000,-546143680.0000000000,-769621440.0000000000,-1760066944.0000000000,-1320975744.0000000000,,,
0.0468750000,0,1980924544.0000000000,-2081652352.0000000000,-1877572992.0000000000,131694920.0000000000,-1541832064.0000000000,-1318354304.0000000000,-1541832064.0000000000,-1105362304.0000000000,774865472.0000000000,-1758493824.0000000000,445415744.0000000000,-1315732864.0000000000,-1750105984.0000000000,14188869.0000000000,554009152.0000000000,-1194557056.0000000000,,,
0.0488281250,0,556630592.0000000000,-1978301824.0000000000,670466624.0000000000,-547716800.0000000000,-1419083136.0000000000,899711040.0000000000,-1312063104.0000000000,-1527676544.0000000000,1774223744.0000000000,218268224.0000000000,-976322240.0000000000,-976322240.0000000000,-546143680.0000000000,436503104.0000000000,-2093186432.0000000000,117539400.0000000000,,,
0.0507812500,0,1222869376.0000000000,-1748532864.0000000000,-637959872.0000000000,131694920.0000000000,-321617600.0000000000,662602304.0000000000,554009152.0000000000,-1639939456.0000000000,-1527676544.0000000000,1002012992.0000000000,-765951680.0000000000,344686912.0000000000,1123188864.0000000000,-1424326016.0000000000,1004634432.0000000000,-875593408.0000000000,,,
0.0527343750,0,1765311104.0000000000,1122140544.0000000000,-1972010624.0000000000,-2089516672.0000000000,1332511104.0000000000,773292352.0000000000,-1421704576.0000000000,1894351232.0000000000,-976322240.0000000000,1326219904.0000000000,1441104256.0000000000,-1410170496.0000000000,662602304.0000000000,1110606464.0000000000,1328841344.0000000000,450658624.0000000000,,,
0.0546875000,0,-1091206784.0000000000,-976322240.0000000000,-333151680.0000000000,786399552.0000000000,1995080064.0000000000,125403720.0000000000,1549697664.0000000000,-1757445504.0000000000,-1527676544.0000000000,441745984.0000000000,-763330240.0000000000,554009152.0000000000,-203063232.0000000000,1983545984.0000000000,335774272.0000000000,450658624.0000000000,,,
0.0566406250,0,1331462784.0000000000,-433880512.0000000000,13140549.0000000000,8945989.0000000000,-1203469696.0000000000,12615749.0000000000,338395712.0000000000,1645183616.0000000000,-973700800.0000000000,439124544.0000000000,1776845184.0000000000,-422346432.0000000000,1653047936.0000000000,1118470784.0000000000,343638592.0000000000,1650426496.0000000000,,,
0.0585937500,0,-1760066944.0000000000,1645183616.0000000000,1880195712.0000000000,335774272.0000000000,1441104256.0000000000,-325287360.0000000000,1890681472.0000000000,1653047936.0000000000,1770553984.0000000000,1653047936.0000000000,1438482816.0000000000,1762689664.0000000000,-203063232.0000000000,-1975680384.0000000000,1980924544.0000000000,2098430592.0000000000,,,
0.0605468750,0,343638592.0000000000,-2087943552.0000000000,-1975680384.0000000000,1555988864.0000000000,1122140544.0000000000,1327268224.0000000000,-1203469696.0000000000,-318996160.0000000000,-318996160.0000000000,-875593408.0000000000,-987856320.0000000000,1647805056.0000000000,231375424.0000000000,-1533967744.0000000000,1767932544.0000000000,-1419083136.0000000000,,,
0.0625000000,1,668893504.0000000000,450658624.0000000000,229802304.0000000000,-201490112.0000000000,-213024192.0000000000,1658290816.0000000000,1434813056.0000000000,-548765120.0000000000,1110606464.0000000000,-767000000.0000000000,1548124544.0000000000,-1194557056.0000000000,2099478912.0000000000,218268224.0000000000,-1530297984.0000000000,-976322240.0000000000,,,
0.0644531250,1,-1421704576.0000000000,-755465920.0000000000,1885438592.0000000000,-1106935424.0000000000,-640581312.0000000000,787447872.0000000000,-422346432.0000000000,-875593408.0000000000,1122140544.0000000000,999391552.0000000000,-1532919424.0000000000,1983545984.0000000000,-320044480.0000000000,1988788864.0000000000,-1320975744.0000000000,-875593408.0000000000,,,
0.0664062500,1,1995080064.0000000000,554009152.0000000000,-978943680.0000000000,-1969389184.0000000000,892371520.0000000000,452231744.0000000000,561873472.0000000000,-1421704576.0000000000,901284160.0000000000,1762689664.0000000000,1763737984.0000000000,1004634432.0000000000,-2085846912.0000000000,-1966767744.0000000000,-100761272.0000000000,-1877572992.0000000000,,,
0.0683593750,1,892371520.0000000000,-1532919424.0000000000,1992458624.0000000000,-984186560.0000000000,-321617600.0000000000,-2085846912.0000000000,-321617600.0000000000,-537231040.0000000000,889750080.0000000000,1326219904.0000000000,-321617600.0000000000,-887127488.0000000000,-322665920.0000000000,-419724992.0000000000,1107985024.0000000000,-427589312.0000000000,,,
0.0703125000,1,1441104256.0000000000,-1863417472.0000000000,338395712.0000000000,1659339136.0000000000,-1978301824.0000000000,228753984.0000000000,-206732992.0000000000,568164672.0000000000,1550745984.0000000000,-1636269696.0000000000,123830600.0000000000,-984186560.0000000000,-877166528.0000000000,-640581312.0000000000,-875593408.0000000000,1558610304.0000000000,,,
0.0722656250,1,1337753984.0000000000,2104721792.0000000000,-878214848.0000000000,339444032.0000000000,-116489912.0000000000,-104955832.0000000000,1992458624.0000000000,-1412791936.0000000000,-872971968.0000000000,-755465920.0000000000,1995080064.0000000000,1211335296.0000000000,-641629632.0000000000,8945989.0000000000,565543232.0000000000,1654096256.0000000000,,,
0.0742187500,1,-204111552.0000000000,-2095807872.0000000000,14188869.0000000000,-1745911424.0000000000,1650426496.0000000000,1224442496.0000000000,-878214848.0000000000,-2084273792.0000000000,-1631026816.0000000000,2103673472.0000000000,118587720.0000000000,-2094759552.0000000000,1003061312.0000000000,-760708800.0000000000,1995080064.0000000000,556630592.0000000000,,,
0.0761718750,1,349929792.0000000000,-1745911424.0000000000,128025160.0000000000,1209762176.0000000000,1335132544.0000000000,566591552.0000000000,-206732992.0000000000,436503104.0000000000,-1874951552.0000000000,1880195712.0000000000,-987856320.0000000000,-325287360.0000000000,2100003712.0000000000,-875593408.0000000000,1659339136.0000000000,218268224.0000000000,,,
0.0781250000,1,-1206091136.0000000000,-548765120.0000000000,122782280.0000000000,-1975680384.0000000000,-1634696576.0000000000,1761641344.0000000000,1337753984.0000000000,1004634432.0000000000,-100761272.0000000000,-1419083136.0000000000,-1202421376.0000000000,-1200848256.0000000000,1120567424.0000000000,-1410170496.0000000000,657359424.0000000000,122782280.0000000000,,,
0.0800781250,1,-976322240.0000000000,-2081652352.0000000000,2098430592.0000000000,1433239936.0000000000,-109673912.0000000000,-874545088.0000000000,-1541832064.0000000000,657359424.0000000000,-213024192.0000000000,-764378560.0000000000,-884506048.0000000000,122782280.0000000000,1888060032.0000000000,562921792.0000000000,1774223744.0000000000,-875593408.0000000000,,,
0.0820312500,1,-1323597184.0000000000,-1975680384.0000000000,-431259072.0000000000,774865472.0000000000,-1421704576.0000000000,226132544.0000000000,-1633648256.0000000000,1774223744.0000000000,448037184.0000000000,-1194557056.0000000000,-981565120.0000000000,-652115392.0000000000,1996128384.0000000000,-551386560.0000000000,-318996160.0000000000,-652115392.0000000000,,,
0.0839843750,1,-976322240.0000000000,-760708800.0000000000,1544454784.0000000000,-1317305984.0000000000,1426948736.0000000000,-102334392.0000000000,1426948736.0000000000,668893504.0000000000,654737984.0000000000,1880195712.0000000000,-318996160.0000000000,-112295352.0000000000,782729792.0000000000,-100761272.0000000000,1776845184.0000000000,1438482816.0000000000,,,
0.0859375000,1,-1312063104.0000000000,-318996160.0000000000,-1323597184.0000000000,436503104.0000000000,1113227904.0000000000,-1632075136.0000000000,-987856320.0000000000,654737984.0000000000,-755465920.0000000000,-876641728.0000000000,227180864.0000000000,1340375424.0000000000,-1864990592.0000000000,-1760066944.0000000000,-1194557056.0000000000,1980924544.0000000000,,,
0.0878906250,1,-215645632.0000000000,-431259072.0000000000,-1629453696.0000000000,448037184.0000000000,1555988864.0000000000,-435453632.0000000000,-213024192.0000000000,450658624.0000000000,1882817152.0000000000,1113227904.0000000000,-213024192.0000000000,998343232.0000000000,1221821056.0000000000,556630592.0000000000,-1539210624.0000000000,-1416461696.0000000000,,,
0.0898437500,1,2112586112.0000000000,341017152.0000000000,1549697664.0000000000,1650426496.0000000000,1888060032.0000000000,-1092255104.0000000000,556630592.0000000000,122782280.0000000000,346260032.0000000000,-327908800.0000000000,1107985024.0000000000,565543232.0000000000,1435861376.0000000000,-1097497984.0000000000,-2081652352.0000000000,-884506048.0000000000,,,
0.0917968750,1,-213024192.0000000000,-428637632.0000000000,1326219904.0000000000,218268224.0000000000,14188869.0000000000,-2086895232.0000000000,-327908800.0000000000,568164672.0000000000,-987856320.0000000000,1762689664.0000000000,892371520.0000000000,1113227904.0000000000,-874020288.0000000000,1429570176.0000000000,1429570176.0000000000,-215645632.0000000000,,,
0.0937500000,1,-1412791936.0000000000,-1309441664.0000000000,1441104256.0000000000,-1424326016.0000000000,1429570176.0000000000,449610304.0000000000,1547076224.0000000000,990478912.0000000000,1776845184.0000000000,-1532919424.0000000000,-1748532864.0000000000,772244032.0000000000,-984186560.0000000000,-551386560.0000000000,1992458624.0000000000,1004634432.0000000000,,,
0.0957031250,1,131694920.0000000000,-422346432.0000000000,-1412791936.0000000000,1992458624.0000000000,-637959872.0000000000,1766359424.0000000000,-887127488.0000000000,-1530297984.0000000000,2112586112.0000000000,14188869.0000000000,892371520.0000000000,-1642560896.0000000000,1434813056.0000000000,1544454784.0000000000,1220247936.0000000000,568164672.0000000000,,,
0.0976562500,1,-204111552.0000000000,772244032.0000000000,-419724992.0000000000,-884506048.0000000000,774865472.0000000000,1334084224.0000000000,-1309441664.0000000000,1774223744.0000000000,1558610304.0000000000,-646872512.0000000000,1002012992.0000000000,-424967872.0000000000,1548124544.0000000000,-769621440.0000000000,349929792.0000000000,-769621440.0000000000,,,
0.0996093750,1,1558610304.0000000000,1340375424.0000000000,1554940544.0000000000,-1314684544.0000000000,1771602304.0000000000,-432832192.0000000000,1980924544.0000000000,131694920.0000000000,338395712.0000000000,122782280.0000000000,1549697664.0000000000,-1200848256.0000000000,-205159872.0000000000,-1410170496.0000000000,-1642560896.0000000000,1004634432.0000000000,,,
0.1015625000,1,131694920.0000000000,-887127488.0000000000,894992960.0000000000,341017152.0000000000,-1419083136.0000000000,902857280.0000000000,-537231040.0000000000,1882817152.0000000000,-1628405376.0000000000,348881472.0000000000,-326860480.0000000000,-640581312.0000000000,-888700608.0000000000,-318996160.0000000000,-103382712.0000000000,990478912.0000000000,,,
0.1035156250,1,1547076224.0000000000,1880195712.0000000000,228753984.0000000000,-645824192.0000000000,-1863417472.0000000000,-1543405184.0000000000,-2081652352.0000000000,-1412791936.0000000000,-1863417472.0000000000,1762689664.0000000000,1107985024.0000000000,-1206091136.0000000000,1334084224.0000000000,-422346432.0000000000,1980924544.0000000000,-114916792.0000000000,,,
0.1054687500,1,-206732992.0000000000,131694920.0000000000,232423744.0000000000,-204111552.0000000000,-1309441664.0000000000,894992960.0000000000,-324239040.0000000000,1122140544.0000000000,1208713856.0000000000,898662720.0000000000,1987215744.0000000000,126452040.0000000000,904953920.0000000000,-1868660352.0000000000,781156672.0000000000,-1412791936.0000000000,,,
0.1074218750,1,1774223744.0000000000,1438482816.0000000000,-757039040.0000000000,896041280.0000000000,1545503104.0000000000,-1864990592.0000000000,1886486912.0000000000,-880836288.0000000000,1992458624.0000000000,-326860480.0000000000,-1868660352.0000000000,568164672.0000000000,-1539210624.0000000000,-1535540864.0000000000,1337753984.0000000000,560300352.0000000000,,,
0.1093750000,1,8945989.0000000000,1119519104.0000000000,-2089516672.0000000000,-206732992.0000000000,-1745911424.0000000000,-213024192.0000000000,-427589312.0000000000,-875593408.0000000000,440172864.0000000000,1003061312.0000000000,2104721792.0000000000,130121800.0000000000,-642154432.0000000000,442794304.0000000000,1889108352.0000000000,-206732992.0000000000,,,
0.1113281250,1,-1964146304.0000000000,-430210752.0000000000,-427589312.0000000000,1550745984.0000000000,1123188864.0000000000,667320384.0000000000,562921792.0000000000,-1314684544.0000000000,-1969389184.0000000000,8945989.0000000000,-321617600.0000000000,1426948736.0000000000,1885438592.0000000000,1004634432.0000000000,1208713856.0000000000,-106004152.0000000000,,,
0.1132812500,1,-1415413376.0000000000,1335132544.0000000000,-1532919424.0000000000,-1194557056.0000000000,1107985024.0000000000,-1318354304.0000000000,-1105362304.0000000000,-114916792.0000000000,889750080.0000000000,-1094876544.0000000000,-1540783744.0000000000,-880836288.0000000000,-975273920.0000000000,450658624.0000000000,1989837184.0000000000,1889108352.0000000000,,,
0.1152343750,1,-1874951552.0000000000,-884506048.0000000000,-1749581184.0000000000,-651067072.0000000000,-1197178496.0000000000,1442152576.0000000000,-1863417472.0000000000,1435861376.0000000000,-643202752.0000000000,349929792.0000000000,-1412791936.0000000000,-1323597184.0000000000,-1531346304.0000000000,125403720.0000000000,223511104.0000000000,-1100119424.0000000000,,,
0.1171875000,1,1989837184.0000000000,901284160.0000000000,2112586112.0000000000,1894351232.0000000000,2101052032.0000000000,-756514240.0000000000,-1416461696.0000000000,1432191616.0000000000,1552319104.0000000000,-1639939456.0000000000,1762689664.0000000000,-1314684544.0000000000,-1317305984.0000000000,-652115392.0000000000,-1096449664.0000000000,1555988864.0000000000,,,
0.1191406250,1,1650426496.0000000000,-426016192.0000000000,-1874951552.0000000000,1216578176.0000000000,1771602304.0000000000,-1530297984.0000000000,-649493952.0000000000,11567429.0000000000,1656717696.0000000000,-640581312.0000000000,-1541832064.0000000000,-1102740864.0000000000,1224442496.0000000000,-325287360.0000000000,1213956736.0000000000,1219199616.0000000000,,,
0.1210937500,1,347308352.0000000000,-1966767744.0000000000,1220247936.0000000000,1544454784.0000000000,-1105362304.0000000000,-1310489984.0000000000,-1752202624.0000000000,894992960.0000000000,1991410304.0000000000,894992960.0000000000,-1637318016.0000000000,229802304.0000000000,1995080064.0000000000,-1097497984.0000000000,11567429.0000000000,-1093828224.0000000000,,,
0.1230468750,1,1432191616.0000000000,1219199616.0000000000,-1102740864.0000000000,1980924544.0000000000,-875593408.0000000000,1774223744.0000000000,2108916352.0000000000,129073480.0000000000,14188869.0000000000,11567429.0000000000,-1964146304.0000000000,1995080064.0000000000,900235840.0000000000,777486912.0000000000,-1536589184.0000000000,-543522240.0000000000,,,
0.1250000000,2,1891729792.0000000000,1441104256.0000000000,1119519104.0000000000,-1309441664.0000000000,436503104.0000000000,1770553984.0000000000,556630592.0000000000,-881884608.0000000000,-1752202624.0000000000,-548765120.0000000000,990478912.0000000000,-1410170496.0000000000,-645824192.0000000000,667845184.0000000000,568164672.0000000000,-973700800.0000000000,,,
0.1269531250,2,-1637318016.0000000000,-1315732864.0000000000,998343232.0000000000,894992960.0000000000,772244032.0000000000,1335132544.0000000000,-540900800.0000000000,-1091206784.0000000000,436503104.0000000000,-640581312.0000000000,-1541832064.0000000000,-112295352.0000000000,-2090564992.0000000000,-201490112.0000000000,777486912.0000000000,782729792.0000000000,,,
0.1289062500,2,-872971968.0000000000,117539400.0000000000,-758087360.0000000000,-769621440.0000000000,-1102740864.0000000000,-646872512.0000000000,2098430592.0000000000,-884506048.0000000000,-1313111424.0000000000,-205159872.0000000000,1988788864.0000000000,-1320975744.0000000000,-103382712.0000000000,1552319104.0000000000,1222869376.0000000000,1894351232.0000000000,,,
0.1308593750,2,-1539210624.0000000000,-104431032.0000000000,1437434496.0000000000,-330530240.0000000000,-548765120.0000000000,131694920.0000000000,-2090564992.0000000000,-1631026816.0000000000,-1631026816.0000000000,-103382712.0000000000,1326219904.0000000000,1544454784.0000000000,449610304.0000000000,-1318354304.0000000000,-1102740864.0000000000,-205159872.0000000000,,,
0.1328125000,2,1002012992.0000000000,-324239040.0000000000,1122140544.0000000000,117539400.0000000000,-987856320.0000000000,133268040.0000000000,7897669.0000000000,-431259072.0000000000,-1867087232.0000000000,-1970437504.0000000000,450658624.0000000000,1645183616.0000000000,1771602304.0000000000,657359424.0000000000,783778112.0000000000,1889108352.0000000000,,,
0.1347656250,2,-330530240.0000000000,-1869708672.0000000000,-207781312.0000000000,-1966767744.0000000000,14188869.0000000000,-111247032.0000000000,889750080.0000000000,1002012992.0000000000,999391552.0000000000,-1631026816.0000000000,1558610304.0000000000,-1973058944.0000000000,1339327104.0000000000,774865472.0000000000,-1102740864.0000000000,341017152.0000000000,,,
0.1367187500,2,1119519104.0000000000,-1633648256.0000000000,-206732992.0000000000,1004634432.0000000000,-1536589184.0000000000,1554940544.0000000000,1544454784.0000000000,1765311104.0000000000,-1105362304.0000000000,1770553984.0000000000,1335132544.0000000000,2107343232.0000000000,-1963097984.0000000000,-1631026816.0000000000,1220247936.0000000000,-1530297984.0000000000,,,
0.1386718750,2,774865472.0000000000,1645183616.0000000000,-112295352.0000000000,999391552.0000000000,448037184.0000000000,-1425899136.0000000000,131694920.0000000000,1555988864.0000000000,-1410170496.0000000000,-978943680.0000000000,436503104.0000000000,-1975680384.0000000000,10519109.0000000000,-333151680.0000000000,892371520.0000000000,338395712.0000000000,,,
0.1406250000,2,1337753984.0000000000,-1091206784.0000000000,-1969389184.0000000000,1326219904.0000000000,-1206091136.0000000000,228753984.0000000000,-1539210624.0000000000,1547076224.0000000000,-330530240.0000000000,448037184.0000000000,-1194557056.0000000000,2107343232.0000000000,-1101692544.0000000000,1107985024.0000000000,347308352.0000000000,-1530297984.0000000000,,,
0.1425781250,2,2101052032.0000000000,777486912.0000000000,663650624.0000000000,-103382712.0000000000,1430618496.0000000000,896041280.0000000000,-1745911424.0000000000,-760708800.0000000000,781156672.0000000000,123830600.0000000000,1441104256.0000000000,-204111552.0000000000,-1872330112.0000000000,-649493952.0000000000,-1975680384.0000000000,-548765120.0000000000,,,
0.1445312500,2,-760708800.0000000000,-1418034816.0000000000,996770112.0000000000,903905600.0000000000,1891729792.0000000000,-1102740864.0000000000,-1320975744.0000000000,-1757445504.0000000000,-985234880.0000000000,1211335296.0000000000,1119519104.0000000000,-1322548864.0000000000,-329481920.0000000000,1119519104.0000000000,1002012992.0000000000,-1532919424.0000000000,,,
0.1464843750,2,-1203469696.0000000000,1986167424.0000000000,667845184.0000000000,1656717696.0000000000,2107343232.0000000000,1114276224.0000000000,1558610304.0000000000,-539852480.0000000000,-1964146304.0000000000,-1863417472.0000000000,-1323597184.0000000000,-2081652352.0000000000,-764378560.0000000000,-428637632.0000000000,-431259072.0000000000,-979992000.0000000000,,,
0.1484375000,2,1340375424.0000000000,338395712.0000000000,657359424.0000000000,-1639939456.0000000000,120160840.0000000000,2108916352.0000000000,10519109.0000000000,-431259072.0000000000,-977370560.0000000000,1210286976.0000000000,1208713856.0000000000,1110606464.0000000000,-1866038912.0000000000,1988788864.0000000000,1340375424.0000000000,1110606464.0000000000,,,
0.1503906250,2,-1102740864.0000000000,-1749581184.0000000000,-1867087232.0000000000,1211335296.0000000000,889750080.0000000000,-1964146304.0000000000,1000964672.0000000000,-422346432.0000000000,117539400.0000000000,993100352.0000000000,-548765120.0000000000,125403720.0000000000,-202538432.0000000000,-1749581184.0000000000,-1874951552.0000000000,897614400.0000000000,,,
0.1523437500,2,-2084273792.0000000000,1891729792.0000000000,1645183616.0000000000,-1421704576.0000000000,-1973058944.0000000000,130646600.0000000000,10519109.0000000000,-1874951552.0000000000,1983545984.0000000000,2654789.0000000000,341017152.0000000000,-2086895232.0000000000,668893504.0000000000,995721792.0000000000,1891729792.0000000000,-1314684544.0000000000,,,
