Time:512Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Event Id,Event Date,Event Duration
0.0234375000,0,10519109.0000000000,-973176000.0000000000,1987215744.0000000000,787447872.0000000000,1327793024.0000000000,1890681472.0000000000,128025160.0000000000,-767000000.0000000000,-1095924864.0000000000,-434928832.0000000000,-1976205184.0000000000,997292864.0000000000,-646872512.0000000000,-975273920.0000000000,1118470784.0000000000,1763214464.0000000000,,,
0.0253906250,0,-330530240.0000000000,-760184000.0000000000,-1101167744.0000000000,1341947776.0000000000,905476672.0000000000,-1100119424.0000000000,-552959680.0000000000,-879263168.0000000000,772768832.0000000000,-329481920.0000000000,1215005056.0000000000,1548649344.0000000000,-1092255104.0000000000,-1752202624.0000000000,5276229.0000000000,-1633123456.0000000000,,,
0.0273437500,0,-1872330112.0000000000,669418304.0000000000,-2092138112.0000000000,-1753775744.0000000000,1649378176.0000000000,-756514240.0000000000,-646872512.0000000000,559252032.0000000000,1990361984.0000000000,1433764736.0000000000,-1103265664.0000000000,-551388608.0000000000,-213024192.0000000000,-1744863104.0000000000,439124544.0000000000,448561984.0000000000,,,
0.0292968750,0,1113227904.0000000000,-1414888576.0000000000,-1974107264.0000000000,1551794304.0000000000,-1200850304.0000000000,1650426496.0000000000,1993506944.0000000000,1544454784.0000000000,-323714240.0000000000,-1101692544.0000000000,-651067072.0000000000,121733960.0000000000,785351232.0000000000,-767000000.0000000000,1331462784.0000000000,666796864.0000000000,,,
0.0312500000,0,-114916792.0000000000,-421821632.0000000000,-326860480.0000000000,-989429440.0000000000,1112179584.0000000000,567116352.0000000000,-548765120.0000000000,894992960.0000000000,-1966242944.0000000000,1761641344.0000000000,-762281920.0000000000,-109675960.0000000000,-1413840256.0000000000,787447872.0000000000,-1318354304.0000000000,1880720512.0000000000,,,
0.0332031250,0,122782280.0000000000,1556513664.0000000000,348881472.0000000000,1330937984.0000000000,-545097408.0000000000,1339327104.0000000000,893419840.0000000000,2108916352.0000000000,1765835904.0000000000,1337753984.0000000000,-757039040.0000000000,-110722232.0000000000,-2082700672.0000000000,-1320975744.0000000000,-548765120.0000000000,1772127104.0000000000,,,
0.0351562500,0,1003586112.0000000000,221414464.0000000000,347308352.0000000000,-639532992.0000000000,-1755872384.0000000000,1994031744.0000000000,1328841344.0000000000,-1102740864.0000000000,-211451072.0000000000,1113227904.0000000000,-977371328.0000000000,902330432.0000000000,-1752202624.0000000000,123830600.0000000000,-2085322112.0000000000,-2081127552.0000000000,,,
0.0371093750,0,-1539210624.0000000000,-1640987776.0000000000,-1421704576.0000000000,348880704.0000000000,556628544.0000000000,5276229.0000000000,1559658624.0000000000,-546143680.0000000000,-206208192.0000000000,450658624.0000000000,-653688512.0000000000,-334200000.0000000000,-1195605376.0000000000,-649493952.0000000000,-1874951552.0000000000,1606469.0000000000,,,
0.0390625000,0,-1975680384.0000000000,2107868032.0000000000,1980924544.0000000000,-986808000.0000000000,-434928832.0000000000,1773175424.0000000000,-109673912.0000000000,-1975680384.0000000000,1210286976.0000000000,228753984.0000000000,1882292352.0000000000,123305032.0000000000,-652115392.0000000000,340492352.0000000000,1547076224.0000000000,1774748544.0000000000,,,
0.0410156250,0,-1874951552.0000000000,-214072512.0000000000,452231744.0000000000,1210810496.0000000000,-1540260992.0000000000,-1639939456.0000000000,-1870233472.0000000000,1432191616.0000000000,-973176000.0000000000,338395712.0000000000,-883457728.0000000000,1766884224.0000000000,-1531346304.0000000000,-1967816064.0000000000,-1539210624.0000000000,-1974107264.0000000000,,,
0.0429687500,0,-1752202624.0000000000,1544979584.0000000000,772244032.0000000000,1883865472.0000000000,-1420131456.0000000000,-104431032.0000000000,665223744.0000000000,-1203469696.0000000000,-647920832.0000000000,-214072512.0000000000,-1413841024.0000000000,-1875478400.0000000000,662602304.0000000000,1212383616.0000000000,346260032.0000000000,-1963621504.0000000000,,,
0.0449218750,0,-1320975744.0000000000,-429685952.0000000000,656311104.0000000000,-322666688.0000000000,-205686720.0000000000,7897669.0000000000,1327268224.0000000000,1653047936.0000000000,-1750629504.0000000000,-422346432.0000000000,-1540783744.0000000000,773817152.0000000000,-876641728.0000000000,-431259072.0000000000,-2093186432.0000000000,-1201896576.0000000000,,,
0.0468750000,0,341017152.0000000000,-1873378432.0000000000,-875593408.0000000000,-550338240.0000000000,-1761115264.0000000000,1336705664.0000000000,-333151680.0000000000,993100352.0000000000,1112179584.0000000000,1890681472.0000000000,441221184.0000000000,1892252544.0000000000,341017152.0000000000,-115441592.0000000000,1211335296.0000000000,-1204518016.0000000000,,,
0.0488281250,0,2654789.0000000000,-650542272.0000000000,-644251072.0000000000,897089600.0000000000,-111772600.0000000000,1113227904.0000000000,452230976.0000000000,-985234880.0000000000,-1873378432.0000000000,-2084273792.0000000000,-1753775744.0000000000,-986283200.0000000000,-1413840256.0000000000,1765311104.0000000000,338395712.0000000000,-331578560.0000000000,,,
0.0507812500,0,1434813056.0000000000,2107868032.0000000000,1656717696.0000000000,1889108352.0000000000,-547192000.0000000000,-1528724864.0000000000,-1100119424.0000000000,1765311104.0000000000,-1420131456.0000000000,-641629632.0000000000,1115324544.0000000000,658930496.0000000000,782729792.0000000000,-323190720.0000000000,13140549.0000000000,1223394176.0000000000,,,
0.0527343750,0,-884506048.0000000000,-645299392.0000000000,-1310489984.0000000000,1985642624.0000000000,1216576128.0000000000,-104431032.0000000000,-2094759552.0000000000,-538279360.0000000000,-335248320.0000000000,131694920.0000000000,562921792.0000000000,342590272.0000000000,-1979350144.0000000000,-1195605376.0000000000,122782280.0000000000,-206208192.0000000000,,,
0.0546875000,0,-874020288.0000000000,1005159232.0000000000,1776845184.0000000000,6324549.0000000000,658932544.0000000000,-538279360.0000000000,13140549.0000000000,223511104.0000000000,-1966242944.0000000000,1879147392.0000000000,-988381120.0000000000,-326862528.0000000000,-1531346304.0000000000,-217218752.0000000000,1221821056.0000000000,-978418880.0000000000,,,
0.0566406250,0,341017152.0000000000,-1630502016.0000000000,-1979350144.0000000000,-1760591744.0000000000,1114274176.0000000000,228753984.0000000000,-642154432.0000000000,348881472.0000000000,-1870756992.0000000000,1004634432.0000000000,-651067072.0000000000,-1207139456.0000000000,-1632075136.0000000000,-101809592.0000000000,1331462784.0000000000,-1529773184.0000000000,,,
0.0585937500,0,-1629453696.0000000000,1551270784.0000000000,-103382712.0000000000,-2092138112.0000000000,-770669760.0000000000,130646600.0000000000,-216693952.0000000000,-1100119424.0000000000,-421821632.0000000000,1982497664.0000000000,1649901696.0000000000,-769623488.0000000000,-1413840256.0000000000,-328433600.0000000000,-653163712.0000000000,563446592.0000000000,,,
0.0605468750,0,226132544.0000000000,451183424.0000000000,-1875999872.0000000000,-1870233472.0000000000,900233792.0000000000,-2082700672.0000000000,-426540992.0000000000,776438592.0000000000,1120043904.0000000000,901284160.0000000000,-645824192.0000000000,2100003712.0000000000,1660912256.0000000000,-113343672.0000000000,-327908800.0000000000,-1412267136.0000000000,,,
0.0625000000,1,-429685952.0000000000,451183424.0000000000,-1096449664.0000000000,-1753775744.0000000000,-1204518016.0000000000,1224442496.0000000000,1327793024.0000000000,1331462784.0000000000,899187520.0000000000,-1967816064.0000000000,443842624.0000000000,119110472.0000000000,-1413840256.0000000000,-1411743616.0000000000,-765426880.0000000000,1777369984.0000000000,,,
0.0644531250,1,-1874951552.0000000000,558203712.0000000000,-1872330112.0000000000,1882292352.0000000000,1658288768.0000000000,561873472.0000000000,-1747484544.0000000000,1985119104.0000000000,1223394176.0000000000,232423744.0000000000,1883865472.0000000000,2102625152.0000000000,348881472.0000000000,-1531346304.0000000000,556630592.0000000000,1761641344.0000000000,,,
0.0664062500,1,1330414464.0000000000,-539327680.0000000000,-433880512.0000000000,-113868472.0000000000,-429685952.0000000000,-876641728.0000000000,-543522240.0000000000,2654789.0000000000,-974749120.0000000000,-1421704576.0000000000,-2090565760.0000000000,-326862528.0000000000,-985234880.0000000000,451706944.0000000000,2102625152.0000000000,1556513664.0000000000,,,
0.0683593750,1,-333151680.0000000000,1341948544.0000000000,-764378560.0000000000,1882816384.0000000000,1327266176.0000000000,-431259072.0000000000,-1207664256.0000000000,-1638366336.0000000000,-206208192.0000000000,-761757120.0000000000,1111654784.0000000000,443319104.0000000000,449610304.0000000000,-1967816064.0000000000,-1541832064.0000000000,1881768832.0000000000,,,
0.0703125000,1,1884390272.0000000000,-323714240.0000000000,782729792.0000000000,1215005056.0000000000,-429685952.0000000000,13140549.0000000000,13140549.0000000000,654737984.0000000000,1330414464.0000000000,-202538432.0000000000,-540901568.0000000000,780106304.0000000000,-1978301824.0000000000,1890156672.0000000000,4227909.0000000000,1002537792.0000000000,,,
0.0722656250,1,-1091206784.0000000000,2102625152.0000000000,-1425374336.0000000000,337870912.0000000000,9468741.0000000000,1340375424.0000000000,-1640464256.0000000000,-1540258944.0000000000,-1748008064.0000000000,-109673912.0000000000,565543232.0000000000,-1319402624.0000000000,1554940544.0000000000,1336705664.0000000000,-1091206784.0000000000,994673472.0000000000,,,
0.0742187500,1,-1976728704.0000000000,-1529773184.0000000000,1113227904.0000000000,565543232.0000000000,-547192000.0000000000,1991410304.0000000000,-1533967744.0000000000,1208713856.0000000000,994673472.0000000000,449610304.0000000000,1330937984.0000000000,-879265216.0000000000,117539400.0000000000,-1978826624.0000000000,-1103789184.0000000000,1556513664.0000000000,,,
0.0761718750,1,556630592.0000000000,-647920832.0000000000,1118470784.0000000000,891846720.0000000000,667318336.0000000000,2103673472.0000000000,228229184.0000000000,121733960.0000000000,12092229.0000000000,444367424.0000000000,1553367424.0000000000,1333035904.0000000000,130646600.0000000000,-881884608.0000000000,-884506048.0000000000,9470789.0000000000,,,
0.0781250000,1,1112179584.0000000000,-760184000.0000000000,-641629632.0000000000,-1868660352.0000000000,443319104.0000000000,-1749581184.0000000000,1767932544.0000000000,-112295352.0000000000,448561984.0000000000,-420773312.0000000000,567115584.0000000000,352024384.0000000000,119112520.0000000000,1555988864.0000000000,1330414464.0000000000,-323714240.0000000000,,,
0.0800781250,1,-985234880.0000000000,-1093303424.0000000000,-1875999872.0000000000,119636040.0000000000,2112584064.0000000000,-115965112.0000000000,11567429.0000000000,1212908416.0000000000,784302912.0000000000,893944640.0000000000,349929792.0000000000,222462784.0000000000,-1200848256.0000000000,-1975680384.0000000000,2101052032.0000000000,-875068608.0000000000,,,
0.0820312500,1,1212908416.0000000000,1992983424.0000000000,1649378176.0000000000,-1628405376.0000000000,-885554368.0000000000,1885438592.0000000000,1328841344.0000000000,1547076224.0000000000,-1966242944.0000000000,225084224.0000000000,-1963097984.0000000000,122256712.0000000000,1888060032.0000000000,-1095401344.0000000000,1548649344.0000000000,-1194032256.0000000000,,,
0.0839843750,1,-2093186432.0000000000,1892254592.0000000000,-647920832.0000000000,-1977253504.0000000000,-1863943040.0000000000,341017152.0000000000,443842624.0000000000,-1974107264.0000000000,-421821632.0000000000,-639008192.0000000000,1222869376.0000000000,-765426880.0000000000,346260032.0000000000,-1639939456.0000000000,-767000000.0000000000,-1865514112.0000000000,,,
0.0859375000,1,-647920832.0000000000,-203586752.0000000000,-1413840256.0000000000,-758087360.0000000000,1887011712.0000000000,-104431032.0000000000,-985234880.0000000000,122782280.0000000000,-1630502016.0000000000,-115965112.0000000000,7372869.0000000000,343636544.0000000000,-982613440.0000000000,667320384.0000000000,1215529856.0000000000,-421821632.0000000000,,,
0.0878906250,1,-213024192.0000000000,901808960.0000000000,2111537792.0000000000,-420774080.0000000000,-2084275840.0000000000,665223744.0000000000,1895399552.0000000000,-326335680.0000000000,-640056512.0000000000,-639008192.0000000000,901284160.0000000000,560825152.0000000000,1991410304.0000000000,1765311104.0000000000,-1639939456.0000000000,-1750629504.0000000000,,,
0.0898437500,1,-760184000.0000000000,-640056512.0000000000,-1322024064.0000000000,347308352.0000000000,-1638366336.0000000000,-1097497984.0000000000,-2093186432.0000000000,1547076224.0000000000,1553892224.0000000000,1118470784.0000000000,1644658816.0000000000,1435859328.0000000000,-1979350144.0000000000,-113868472.0000000000,-1529773184.0000000000,-421821632.0000000000,,,
0.0917968750,1,2101052032.0000000000,-323714240.0000000000,785351232.0000000000,-1534492544.0000000000,1331460736.0000000000,992052032.0000000000,778535232.0000000000,-321092800.0000000000,-640056512.0000000000,-1535016064.0000000000,2109964672.0000000000,2102625152.0000000000,346260032.0000000000,1770553984.0000000000,-112295352.0000000000,14713669.0000000000,,,
0.0937500000,1,1992983424.0000000000,-1630502016.0000000000,342590272.0000000000,568164672.0000000000,-765426880.0000000000,-876641728.0000000000,2108916352.0000000000,-1872330112.0000000000,-435977152.0000000000,-1322024064.0000000000,2099478912.0000000000,565017664.0000000000,-768048320.0000000000,-2084273792.0000000000,-877690048.0000000000,1657242496.0000000000,,,
0.0957031250,1,-109673912.0000000000,655262784.0000000000,1330414464.0000000000,132743240.0000000000,226655296.0000000000,-549813440.0000000000,-1093828224.0000000000,-760184000.0000000000,1657242496.0000000000,-1979350144.0000000000,1222869376.0000000000,1117422464.0000000000,348881472.0000000000,-205159872.0000000000,561873472.0000000000,-335248320.0000000000,,,
0.0976562500,1,-1194032256.0000000000,-1311538304.0000000000,1003586112.0000000000,129073480.0000000000,566068032.0000000000,-104431032.0000000000,-1531346304.0000000000,125403720.0000000000,-973176000.0000000000,-1974107264.0000000000,-1103265664.0000000000,-424969920.0000000000,1764262784.0000000000,1553367424.0000000000,-1191410816.0000000000,132219720.0000000000,,,
0.0996093750,1,-764378560.0000000000,-117013432.0000000000,-647920832.0000000000,-112820152.0000000000,-108627640.0000000000,1761641344.0000000000,-984186560.0000000000,-1745386624.0000000000,14713669.0000000000,-107052472.0000000000,1111654784.0000000000,347833152.0000000000,-1965194624.0000000000,1554940544.0000000000,-1536589184.0000000000,-2095283072.0000000000,,,
0.1015625000,1,-642677952.0000000000,-2083748992.0000000000,-1867087232.0000000000,1430618496.0000000000,9470789.0000000000,-756514240.0000000000,1554940544.0000000000,-1536589184.0000000000,-215120832.0000000000,-1316781184.0000000000,-203063232.0000000000,-641106880.0000000000,-1533967744.0000000000,-323190720.0000000000,1649378176.0000000000,-877690048.0000000000,,,
0.1035156250,1,-210402752.0000000000,557155392.0000000000,997294912.0000000000,-1543405184.0000000000,-1870234240.0000000000,1334084224.0000000000,-1750105984.0000000000,-334200000.0000000000,1990361984.0000000000,1112179584.0000000000,1558610304.0000000000,1651999616.0000000000,1979876224.0000000000,13140549.0000000000,-2087943552.0000000000,1430094976.0000000000,,,
0.1054687500,1,-432307392.0000000000,566068032.0000000000,-1633123456.0000000000,122782280.0000000000,1120043904.0000000000,-768048320.0000000000,670466624.0000000000,1336705664.0000000000,778011712.0000000000,-885554368.0000000000,-762281920.0000000000,1658288768.0000000000,891323200.0000000000,-1096449664.0000000000,1439007616.0000000000,336299072.0000000000,,,
0.1074218750,1,348881472.0000000000,128549960.0000000000,-429685952.0000000000,-1416986496.0000000000,1659337088.0000000000,1335657344.0000000000,995721792.0000000000,-1200323456.0000000000,-763853760.0000000000,-987331520.0000000000,1003586112.0000000000,900760640.0000000000,772768832.0000000000,445940544.0000000000,-1746959744.0000000000,1879672192.0000000000,,,
0.1093750000,1,-319519680.0000000000,785876032.0000000000,657884224.0000000000,1440055936.0000000000,-755989440.0000000000,-1317829504.0000000000,232948544.0000000000,-1192983936.0000000000,995198272.0000000000,-1642036096.0000000000,-542473920.0000000000,1656192128.0000000000,890274880.0000000000,346260032.0000000000,-1643084416.0000000000,-101284792.0000000000,,,
0.1113281250,1,-2082700672.0000000000,-1872853632.0000000000,-1639414656.0000000000,-213024192.0000000000,781155904.0000000000,904430400.0000000000,-114916792.0000000000,131171400.0000000000,131171400.0000000000,-335248320.0000000000,665223744.0000000000,-1195080576.0000000000,1656194176.0000000000,-215120832.0000000000,667845184.0000000000,-985758400.0000000000,,,
0.1132812500,1,-1754299264.0000000000,1552843904.0000000000,350454592.0000000000,346260032.0000000000,-542997440.0000000000,1337230464.0000000000,993625152.0000000000,-322665920.0000000000,1429046656.0000000000,892896320.0000000000,-330530240.0000000000,2107342464.0000000000,227705664.0000000000,1217626496.0000000000,-332626880.0000000000,1331987584.0000000000,,,
0.1152343750,1,130646600.0000000000,1330939264.0000000000,-883981248.0000000000,-321617600.0000000000,345734464.0000000000,347833152.0000000000,-872971968.0000000000,-1541307264.0000000000,-2090040192.0000000000,-102857912.0000000000,351502912.0000000000,-422869952.0000000000,-1967291264.0000000000,-212499392.0000000000,2111537792.0000000000,1218676096.0000000000,,,
0.1171875000,1,1329366144.0000000000,-1533442944.0000000000,1005159232.0000000000,555582272.0000000000,-1863940992.0000000000,1219724416.0000000000,442270784.0000000000,-320044480.0000000000,-1411742336.0000000000,2104198272.0000000000,1212383616.0000000000,-1966244992.0000000000,-1871805312.0000000000,-1106410624.0000000000,123307080.0000000000,-1530821504.0000000000,,,
0.1191406250,1,15761989.0000000000,902333760.0000000000,-886602688.0000000000,-648445632.0000000000,-977372608.0000000000,1116374144.0000000000,-434928832.0000000000,996246592.0000000000,-641104832.0000000000,1774748544.0000000000,133268040.0000000000,-1530821504.0000000000,1650951296.0000000000,-1975155584.0000000000,-1310489984.0000000000,1216054656.0000000000,,,
0.1210937500,1,-111770552.0000000000,665748544.0000000000,129598280.0000000000,-2085322112.0000000000,-106527672.0000000000,341541952.0000000000,1984070784.0000000000,1339327104.0000000000,-2093709952.0000000000,-1750629504.0000000000,1995080064.0000000000,1647803008.0000000000,218793024.0000000000,120160840.0000000000,-1421179776.0000000000,1334609024.0000000000,,,
0.1230468750,1,785351232.0000000000,1764787584.0000000000,-1311538304.0000000000,-1639939456.0000000000,1645706368.0000000000,901808960.0000000000,1656717696.0000000000,-1320450944.0000000000,226657344.0000000000,554533952.0000000000,1991410304.0000000000,1891206272.0000000000,229278784.0000000000,1550222464.0000000000,1557561984.0000000000,124880200.0000000000,,,
0.1250000000,2,5801029.0000000000,-1415936896.0000000000,-330005440.0000000000,787972672.0000000000,-204635072.0000000000,-1530821504.0000000000,1432716416.0000000000,-1411218816.0000000000,12617029.0000000000,-761232320.0000000000,998343232.0000000000,-1100644224.0000000000,1889633152.0000000000,901284160.0000000000,996246592.0000000000,-1866562432.0000000000,,,
0.1269531250,2,-874020288.0000000000,-1193507456.0000000000,-1413315456.0000000000,220889664.0000000000,1431666816.0000000000,784302912.0000000000,436503104.0000000000,1214481536.0000000000,-758610880.0000000000,1430094976.0000000000,-214072512.0000000000,-204635072.0000000000,1650951296.0000000000,118064200.0000000000,-1629453696.0000000000,-1531869824.0000000000,,,
0.1289062500,2,1550222464.0000000000,128549960.0000000000,-323714240.0000000000,-1542880384.0000000000,-641104832.0000000000,1329366144.0000000000,451183424.0000000000,1893302912.0000000000,-983136960.0000000000,1984070784.0000000000,1559658624.0000000000,124353352.0000000000,-886602688.0000000000,1121092224.0000000000,-1099594624.0000000000,-1636793216.0000000000,,,
0.1308593750,2,-1629453696.0000000000,-1640462976.0000000000,118064200.0000000000,12615749.0000000000,1889106304.0000000000,224035904.0000000000,891323200.0000000000,1435337856.0000000000,-1975155584.0000000000,-1749581184.0000000000,897614400.0000000000,-758610880.0000000000,-1636793216.0000000000,118064200.0000000000,905478720.0000000000,4752709.0000000000,,,
0.1328125000,2,-1533442944.0000000000,-2092661632.0000000000,1658290816.0000000000,1770553984.0000000000,-1866562432.0000000000,-1634171776.0000000000,-987331520.0000000000,-770669760.0000000000,1652524416.0000000000,-651590592.0000000000,-640581312.0000000000,1329364096.0000000000,-1975155584.0000000000,1557561984.0000000000,1552843904.0000000000,-2090040192.0000000000,,,
0.1347656250,2,555582272.0000000000,-1531869824.0000000000,1329366144.0000000000,662602304.0000000000,-108626360.0000000000,-1527151744.0000000000,894992960.0000000000,-428112832.0000000000,-106527672.0000000000,1427473536.0000000000,-1875999872.0000000000,-758610880.0000000000,226657344.0000000000,437027904.0000000000,555582272.0000000000,348357952.0000000000,,,
0.1367187500,2,-881359808.0000000000,903382080.0000000000,1888584832.0000000000,896566080.0000000000,-420248512.0000000000,2104198272.0000000000,-1963621504.0000000000,438076224.0000000000,449086784.0000000000,-332626880.0000000000,1767932544.0000000000,-321618368.0000000000,347833152.0000000000,-987856320.0000000000,562398272.0000000000,-1091730304.0000000000,,,
0.1386718750,2,891323200.0000000000,-2083224192.0000000000,-984710080.0000000000,-1093828224.0000000000,-107578040.0000000000,-872447168.0000000000,-1097497984.0000000000,1653572736.0000000000,1558086784.0000000000,1768457344.0000000000,776438592.0000000000,1882293632.0000000000,663127104.0000000000,1763214464.0000000000,1546027904.0000000000,1777894784.0000000000,,,
0.1406250000,2,8422469.0000000000,1001489472.0000000000,-1191410816.0000000000,670466624.0000000000,1208190336.0000000000,444892224.0000000000,-215120832.0000000000,1109558144.0000000000,-888699328.0000000000,1001489472.0000000000,1212383616.0000000000,1765833856.0000000000,1771078784.0000000000,-650542272.0000000000,-648969152.0000000000,-1536064384.0000000000,,,
0.1425781250,2,-1425374336.0000000000,-1629977216.0000000000,2106819712.0000000000,661029184.0000000000,1122663296.0000000000,1650951296.0000000000,351502912.0000000000,890274880.0000000000,657884224.0000000000,2102625152.0000000000,1767932544.0000000000,1547601024.0000000000,-435977152.0000000000,-1745386624.0000000000,-1310489984.0000000000,-429161152.0000000000,,,
0.1445312500,2,-1311538304.0000000000,890274880.0000000000,-549813440.0000000000,-1203469696.0000000000,336299072.0000000000,1774748544.0000000000,-1630502016.0000000000,-876641728.0000000000,-420248512.0000000000,-1412267136.0000000000,2107343232.0000000000,1548647296.0000000000,225084224.0000000000,-539852480.0000000000,129598280.0000000000,558149.0000000000,,,
0.1464843750,2,1773175424.0000000000,128549960.0000000000,-427064512.0000000000,-1099071104.0000000000,1553890176.0000000000,891323200.0000000000,-1871281792.0000000000,-875068608.0000000000,-1877048192.0000000000,1884390272.0000000000,1767932544.0000000000,1432716416.0000000000,-1409645696.0000000000,-1308916864.0000000000,-1413840256.0000000000,-106527672.0000000000,,,
0.1484375000,2,-114391992.0000000000,-1756920704.0000000000,-1873378432.0000000000,-1419083136.0000000000,900760640.0000000000,1648329856.0000000000,1547601024.0000000000,1221821056.0000000000,1893827712.0000000000,126976840.0000000000,336822592.0000000000,788495424.0000000000,-1753250944.0000000000,1656717696.0000000000,-1634171776.0000000000,-1536064384.0000000000,,,
0.1503906250,2,-974749120.0000000000,1764787584.0000000000,901808960.0000000000,132743240.0000000000,1879670144.0000000000,-1194032256.0000000000,1211335296.0000000000,1222345856.0000000000,898139200.0000000000,1982497664.0000000000,-985234880.0000000000,-876116928.0000000000,1113752704.0000000000,-1754299264.0000000000,-639008192.0000000000,-764902080.0000000000,,,
0.1523437500,2,349406272.0000000000,-209877952.0000000000,656311104.0000000000,-1975680384.0000000000,-878738368.0000000000,1765835904.0000000000,-766475200.0000000000,-1528724864.0000000000,779584832.0000000000,437027904.0000000000,902332480.0000000000,1548647296.0000000000,1995604864.0000000000,-1198226816.0000000000,1653572736.0000000000,559776832.0000000000,,,
